freight_value,payment_value,payment_installments,product_weight_g,delivery_days,price,review_score
17.63,50.53,4,300.0,4.0,32.9,5
18.65,218.64,4,2100.0,11.0,199.99,5
40.27,429.27,1,1000.0,25.0,389.0,1
13.85,83.65,1,950.0,10.0,69.8,5
14.17,74.16,1,200.0,20.0,59.99,5
18.87,108.77,1,1045.0,15.0,89.9,4
22.71,133.36,2,100.0,7.0,110.65,5
44.21,190.22,1,1000.0,4.0,50.9,5
44.21,190.22,1,1150.0,4.0,50.9,5
8.27,13.17,1,100.0,5.0,4.9,1
18.29,167.29,2,2300.0,19.0,149.0,4
7.78,20.03,1,175.0,12.0,12.25,5
7.03,188.92,3,600.0,3.0,61.0,5
11.89,188.92,3,700.0,3.0,109.0,5
17.03,216.93,1,2450.0,10.0,199.9,5
17.67,77.57,3,1650.0,20.0,59.9,5
10.96,28.46,1,500.0,7.0,17.5,5
13.32,183.31,1,420.0,7.0,169.99,5
34.67,263.03,8,750.0,10.0,53.0,5
34.68,263.03,8,600.0,10.0,53.0,5
12.03,87.03,1,200.0,20.0,75.0,3
7.39,76.39,2,350.0,3.0,69.0,5
16.82,71.72,2,100.0,21.0,54.9,1
16.49,595.49,8,513.0,7.0,579.0,5
36.61,223.22,1,14350.0,3.0,75.0,2
17.74,87.64,1,1300.0,15.0,69.9,5
18.59,58.59,5,1400.0,17.0,40.0,4
19.45,203.32,5,2150.0,16.0,84.44,5
19.44,203.32,5,2630.0,16.0,79.99,5
11.91,112.7,2,5550.0,6.0,100.79,3
13.72,113.62,3,1300.0,4.0,99.9,5
18.98,168.88,2,533.0,9.0,149.9,5
12.82,66.81,1,1110.0,12.0,53.99,5
17.63,49.63,1,250.0,12.0,32.0,5
18.79,238.69,3,342.0,22.0,219.9,2
11.73,87.23,3,1400.0,16.0,75.5,1
17.12,113.72,1,650.0,8.0,96.6,3
15.96,138.95,3,400.0,4.0,122.99,5
17.06,67.05,6,250.0,12.0,49.99,2
14.15,71.14,1,250.0,14.0,56.99,5
15.29,42.48,1,133.0,10.0,27.19,5
17.95,117.94,1,1200.0,10.0,99.99,5
79.43,259.33,1,24100.0,14.0,179.9,1
22.06,57.06,1,100.0,23.0,35.0,4
18.25,516.25,8,350.0,11.0,498.0,4
28.0,178.0,9,1150.0,6.0,150.0,5
14.97,509.97,10,800.0,10.0,495.0,5
20.99,910.98,10,925.0,10.0,889.99,5
20.84,50.34,2,1867.0,21.0,29.5,3
14.13,159.03,3,233.0,9.0,144.9,1
16.88,176.88,1,550.0,6.0,160.0,5
69.21,319.11,1,5650.0,12.0,249.9,1
7.39,33.16,1,150.0,4.0,25.77,5
9.34,59.24,1,400.0,3.0,49.9,5
21.1,108.0,4,1383.0,25.0,86.9,3
39.01,208.91,1,5000.0,13.0,169.9,2
16.79,85.38,1,100.0,23.0,25.9,4
22.48,101.03,1,1183.0,18.0,78.55,4
14.51,174.41,1,10800.0,4.0,159.9,1
14.55,233.55,8,500.0,13.0,219.0,5
20.22,125.12,4,2200.0,7.0,104.9,3
55.1,175.09,6,3110.0,18.0,119.99,5
42.15,241.15,1,7750.0,6.0,199.0,5
26.06,275.96,2,6100.0,3.0,249.9,5
19.15,576.2,1,1833.0,9.0,124.9,4
32.26,782.26,10,17000.0,8.0,750.0,5
114.56,1155.56,10,30000.0,10.0,1041.0,5
32.82,328.82,1,12750.0,19.0,296.0,4
16.39,408.69,10,2300.0,7.0,265.0,5
12.3,408.69,10,1400.0,7.0,115.0,5
23.35,133.25,1,3600.0,6.0,109.9,5
19.45,88.45,1,400.0,19.0,69.0,5
9.82,189.72,1,450.0,4.0,179.9,5
16.6,136.6,2,974.0,10.0,120.0,3
69.6,618.6,10,9200.0,17.0,549.0,3
25.63,65.6,2,400.0,16.0,39.97,4
16.18,76.17,1,700.0,24.0,59.99,5
17.83,136.83,8,350.0,10.0,119.0,3
13.49,34.39,3,175.0,5.0,20.9,5
7.53,100.0,1,200.0,2.0,95.0,5
7.53,55.06,1,200.0,2.0,95.0,5
7.53,50.0,1,200.0,2.0,95.0,5
18.39,60.38,2,475.0,6.0,41.99,5
16.79,46.78,4,200.0,7.0,29.99,5
13.44,122.14,1,140.0,1.0,48.78,5
1.34,122.14,1,110.0,1.0,58.58,5
13.98,102.88,3,1050.0,4.0,88.9,5
22.24,97.24,3,2300.0,11.0,75.0,4
12.35,50.25,1,400.0,6.0,37.9,5
26.73,119.73,5,2850.0,8.0,93.0,3
13.44,73.34,7,300.0,9.0,59.9,4
18.23,33.23,1,150.0,8.0,15.0,5
24.52,398.37,10,600.0,7.0,167.0,4
24.52,398.37,10,600.0,7.0,167.0,1
30.95,398.37,10,800.0,7.0,175.9,4
30.95,398.37,10,800.0,7.0,175.9,1
16.31,190.62,1,700.0,35.0,79.0,1
14.93,148.13,3,7200.0,5.0,133.2,5
14.52,107.04,2,2000.0,7.0,39.0,5
16.56,101.46,5,900.0,4.0,84.9,5
23.88,168.78,10,2200.0,18.0,144.9,5
13.57,92.57,2,5850.0,7.0,79.0,5
18.24,70.24,1,300.0,7.0,52.0,5
7.39,29.29,1,150.0,2.0,21.9,5
13.51,83.41,8,950.0,10.0,69.9,4
25.74,324.74,6,2850.0,9.0,299.0,1
15.56,214.56,10,4450.0,4.0,199.0,5
14.32,98.22,2,1400.0,6.0,83.9,5
24.39,324.29,5,2400.0,18.0,299.9,4
11.15,164.28,4,1850.0,2.0,70.99,5
16.33,116.23,5,1825.0,32.0,99.9,3
122.93,672.93,8,30000.0,15.0,550.0,5
38.38,387.37,3,17550.0,19.0,348.99,1
8.11,62.01,1,1750.0,19.0,53.9,3
18.01,105.82,8,3700.0,2.0,34.9,5
16.18,76.08,3,500.0,17.0,59.9,2
19.07,136.97,2,1000.0,13.0,117.9,4
39.27,158.27,1,2900.0,9.0,119.0,5
22.95,552.85,1,1190.0,15.0,529.9,5
14.1,59.09,1,300.0,16.0,44.99,5
7.78,42.78,3,100.0,2.0,35.0,5
17.95,117.85,7,1100.0,10.0,99.9,5
11.85,41.84,1,300.0,8.0,29.99,4
25.63,54.63,5,200.0,10.0,29.0,5
16.81,166.81,1,1000.0,15.0,150.0,4
17.16,153.72,1,1200.0,7.0,59.7,5
23.34,143.24,7,400.0,7.0,119.9,4
15.2,80.2,1,200.0,7.0,65.0,5
17.01,196.01,1,450.0,15.0,179.0,4
20.23,126.23,3,2800.0,12.0,106.0,5
106.67,606.57,1,15200.0,7.0,499.9,5
18.23,67.23,3,550.0,13.0,49.0,5
20.17,275.2,2,100.0,4.0,295.0,5
20.17,39.97,1,100.0,4.0,295.0,5
17.78,47.68,2,150.0,12.0,29.9,5
22.66,192.56,5,3000.0,5.0,169.9,5
22.98,54.98,2,2600.0,11.0,32.0,5
16.83,430.98,1,350.0,13.0,55.0,3
17.02,76.92,2,371.0,15.0,59.9,5
15.25,87.24,1,1100.0,16.0,71.99,5
15.1,36.43,1,180.0,14.0,21.33,5
15.98,140.98,2,300.0,2.0,125.0,5
13.08,82.98,1,2550.0,7.0,69.9,5
10.96,20.86,1,200.0,8.0,9.9,5
8.72,48.72,2,500.0,5.0,40.0,4
16.12,212.02,3,1600.0,15.0,195.9,5
0.0,115.0,2,584.0,13.0,115.0,4
23.98,521.64,1,533.0,18.0,149.9,3
14.66,144.56,2,350.0,14.0,129.9,5
17.36,297.26,1,4300.0,2.0,279.9,4
25.63,131.06,1,183.0,20.0,39.9,3
11.85,63.5,1,100.0,8.0,19.9,4
11.85,63.5,1,150.0,8.0,19.9,4
9.71,126.61,3,550.0,3.0,116.9,5
9.15,74.14,3,400.0,3.0,64.99,5
7.78,62.68,3,150.0,4.0,54.9,5
9.94,42.44,1,500.0,7.0,32.5,5
13.6,81.5,2,188.0,8.0,67.9,4
14.1,88.18,1,250.0,5.0,29.99,5
8.03,236.7,1,150.0,8.0,110.32,1
37.85,367.75,3,16650.0,7.0,329.9,3
67.33,11.82,1,1100.0,24.0,58.9,3
67.33,114.41,1,1100.0,24.0,58.9,3
18.23,156.92,1,300.0,5.0,21.0,5
12.86,40.76,1,150.0,6.0,27.9,4
7.39,20.59,1,200.0,5.0,13.2,4
11.97,96.96,1,2200.0,8.0,84.99,5
18.69,145.69,2,1900.0,7.0,127.0,5
0.0,69.9,1,2600.0,6.0,69.9,5
31.8,395.8,6,900.0,12.0,364.0,5
15.23,49.23,1,100.0,9.0,34.0,5
9.34,39.24,1,850.0,2.0,29.9,5
18.56,83.66,1,250.0,10.0,65.1,5
17.52,101.41,1,210.0,19.0,83.89,4
64.74,636.74,10,15350.0,13.0,572.0,4
16.39,45.19,1,700.0,8.0,28.8,4
13.77,120.77,1,1700.0,9.0,107.0,5
17.6,50.0,1,1800.0,11.0,36.0,4
17.6,3.6,1,1800.0,11.0,36.0,4
17.63,47.62,4,150.0,15.0,29.99,5
24.84,70.84,1,700.0,25.0,46.0,4
15.23,51.73,1,400.0,24.0,36.5,3
31.64,228.24,5,500.0,15.0,30.0,3
56.7,228.24,5,5800.0,15.0,109.9,3
18.38,83.38,1,700.0,14.0,65.0,4
18.37,178.27,5,1000.0,13.0,159.9,5
15.45,115.45,1,1650.0,8.0,100.0,4
18.29,167.29,10,1700.0,17.0,149.0,4
24.94,114.74,1,4267.0,11.0,89.8,5
12.48,152.48,1,1700.0,23.0,140.0,4
19.14,71.35,5,700.0,5.0,24.99,2
7.73,71.35,5,226.0,5.0,19.49,2
18.13,144.03,5,1350.0,19.0,125.9,3
9.94,49.84,1,400.0,5.0,39.9,5
34.66,194.56,4,6011.0,2.0,159.9,4
16.79,47.69,1,500.0,19.0,30.9,4
15.63,75.53,2,800.0,18.0,59.9,3
26.61,609.66,2,2550.0,11.0,75.0,4
7.52,101.51,1,225.0,4.0,93.99,1
11.73,86.72,1,1250.0,2.0,74.99,4
14.52,63.52,6,3000.0,12.0,49.0,5
52.72,105.3,5,900.0,9.0,52.58,5
16.6,106.5,2,1050.0,5.0,89.9,3
9.51,109.5,5,1200.0,2.0,99.99,3
16.6,66.6,6,6600.0,24.0,50.0,5
19.19,218.19,1,2350.0,6.0,199.0,5
19.65,78.55,1,1200.0,22.0,58.9,1
15.41,95.31,4,6350.0,6.0,79.9,5
10.96,35.86,3,300.0,26.0,24.9,1
18.23,55.23,3,500.0,7.0,37.0,5
7.58,52.57,1,300.0,8.0,44.99,5
9.34,55.24,2,800.0,12.0,45.9,5
34.59,184.59,6,4000.0,6.0,150.0,5
13.94,65.93,3,1625.0,9.0,51.99,4
36.53,166.43,1,16100.0,17.0,129.9,2
14.59,74.54,1,200.0,12.0,59.95,5
29.37,199.27,1,5000.0,9.0,169.9,2
27.4,106.4,8,3100.0,17.0,79.0,5
32.94,102.84,2,2600.0,91.0,69.9,2
57.35,213.34,1,10300.0,10.0,155.99,5
17.88,107.78,10,750.0,15.0,89.9,4
18.55,83.45,1,150.0,9.0,64.9,5
11.85,43.85,1,150.0,10.0,32.0,5
23.33,99.33,4,2700.0,5.0,76.0,3
20.43,228.43,1,550.0,18.0,208.0,5
22.06,40.96,1,150.0,8.0,18.9,5
15.16,73.83,1,400.0,35.0,58.67,5
21.35,361.25,10,458.0,26.0,339.9,1
21.13,91.03,8,5200.0,5.0,69.9,5
25.69,1225.59,10,2600.0,5.0,1199.9,5
16.92,257.46,1,150.0,15.0,68.9,5
14.68,233.68,5,2300.0,4.0,219.0,4
41.74,226.74,1,5047.0,4.0,185.0,4
18.37,178.27,1,10800.0,17.0,159.9,5
13.9,139.9,4,1750.0,20.0,126.0,5
12.85,70.84,1,100.0,7.0,57.99,5
87.33,717.23,6,1350.0,24.0,629.9,3
13.5,43.0,4,350.0,7.0,29.5,5
8.83,327.66,1,610.0,11.0,155.0,3
68.78,798.68,1,21450.0,13.0,729.9,4
7.58,52.58,1,250.0,5.0,45.0,3
8.56,204.46,8,190.0,3.0,195.9,5
18.76,417.76,4,1750.0,6.0,399.0,5
18.09,137.99,5,1768.0,10.0,119.9,5
162.92,561.92,5,30000.0,22.0,399.0,4
14.79,214.69,8,2450.0,5.0,199.9,4
17.7,32.7,1,1657.0,9.0,65.0,5
17.7,50.0,1,1657.0,9.0,65.0,5
25.0,194.0,1,8750.0,7.0,169.0,5
14.44,59.43,1,1567.0,10.0,44.99,1
8.88,170.58,3,300.0,21.0,161.7,5
16.11,66.1,2,167.0,7.0,49.99,5
18.65,96.65,1,250.0,7.0,78.0,4
24.34,194.34,1,700.0,20.0,170.0,5
15.69,130.69,2,375.0,4.0,115.0,5
15.1,35.0,1,100.0,17.0,19.9,5
36.72,236.71,10,486.0,32.0,199.99,5
15.31,95.21,1,150.0,14.0,79.9,5
18.96,172.86,1,310.0,9.0,153.9,4
16.05,65.05,6,250.0,15.0,49.0,1
14.52,55.85,3,350.0,6.0,41.33,1
14.22,106.22,1,875.0,8.0,92.0,5
18.23,67.13,1,150.0,35.0,48.9,1
45.13,195.12,2,6550.0,16.0,149.99,1
7.47,74.83,7,250.0,3.0,34.99,2
7.47,74.83,7,100.0,3.0,24.9,2
11.85,31.8,1,166.0,8.0,19.95,5
15.1,60.75,1,200.0,12.0,45.65,2
83.64,2733.63,1,17400.0,36.0,2649.99,1
10.96,50.86,5,200.0,7.0,39.9,5
18.02,127.92,2,600.0,22.0,109.9,5
18.53,111.53,1,280.0,15.0,93.0,3
22.14,52.13,1,150.0,8.0,29.99,4
14.79,167.58,7,1500.0,3.0,69.0,5
14.79,167.58,7,1600.0,3.0,69.0,5
46.68,2304.68,10,4800.0,14.0,2258.0,5
17.0,406.92,10,1400.0,7.0,19.83,1
19.24,406.92,10,2000.0,7.0,39.9,1
16.89,185.89,9,6400.0,2.0,169.0,3
15.1,43.8,1,250.0,8.0,28.7,5
10.96,91.72,1,800.0,20.0,34.9,1
9.34,95.48,5,950.0,2.0,38.4,5
9.27,60.17,6,350.0,1.0,50.9,5
8.88,159.69,1,3008.0,24.0,70.97,1
12.54,160.54,6,444.0,7.0,148.0,5
15.1,55.0,5,200.0,10.0,39.9,4
9.48,254.48,5,431.0,3.0,245.0,5
14.4,104.3,6,2200.0,10.0,89.9,4
22.54,321.54,2,500.0,33.0,299.0,1
18.23,9.23,1,150.0,9.0,17.99,2
18.23,26.99,1,150.0,9.0,17.99,2
38.27,137.27,4,7800.0,22.0,99.0,3
16.86,76.76,1,700.0,17.0,59.9,5
12.0,84.0,1,450.0,7.0,72.0,4
7.39,36.39,1,300.0,1.0,29.0,4
37.93,182.93,6,4338.0,12.0,145.0,4
40.14,358.29,6,10050.0,13.0,149.0,4
40.15,358.29,6,9800.0,13.0,129.0,4
17.61,117.51,1,1750.0,11.0,99.9,5
17.67,72.67,5,250.0,7.0,55.0,4
10.96,47.96,3,300.0,12.0,37.0,4
7.78,20.73,1,125.0,3.0,12.95,3
20.69,695.59,10,900.0,13.0,674.9,4
11.64,156.63,4,1050.0,10.0,144.99,5
16.86,316.85,6,2301.0,16.0,299.99,4
50.77,310.67,1,22350.0,7.0,259.9,4
17.67,94.17,4,1683.0,6.0,76.5,4
36.43,50.0,1,28300.0,14.0,109.4,3
36.43,25.0,1,28300.0,14.0,109.4,3
36.43,70.83,1,28300.0,14.0,109.4,3
13.02,172.92,2,4083.0,2.0,159.9,5
20.86,86.86,6,1000.0,11.0,66.0,1
12.83,67.83,1,343.0,12.0,55.0,5
13.98,71.29,1,600.0,10.0,57.31,5
19.99,42.89,1,300.0,10.0,22.9,5
13.19,120.19,1,350.0,15.0,107.0,5
22.11,138.1,6,1200.0,4.0,115.99,5
20.0,169.9,2,1700.0,10.0,149.9,5
15.82,167.56,6,400.0,13.0,151.74,5
22.61,251.65,5,7625.0,35.0,229.04,3
17.93,43.93,2,950.0,13.0,26.0,5
47.19,142.09,2,1300.0,27.0,94.9,3
9.27,54.27,1,850.0,5.0,45.0,5
17.78,93.28,1,1475.0,13.0,75.5,4
15.1,55.09,1,800.0,20.0,39.99,5
21.15,45.14,1,175.0,35.0,23.99,1
12.65,111.55,2,840.0,10.0,98.9,4
18.03,356.06,7,2800.0,4.0,160.0,5
9.46,110.46,1,550.0,3.0,101.0,5
8.72,48.62,1,150.0,2.0,39.9,5
19.89,119.88,1,1300.0,6.0,99.99,1
13.33,232.86,3,902.0,6.0,99.0,5
21.53,232.86,3,967.0,6.0,99.0,5
15.34,100.33,4,550.0,8.0,84.99,5
8.44,48.34,1,625.0,4.0,39.9,5
15.35,50.3,1,400.0,9.0,34.95,5
8.74,91.23,1,330.0,3.0,82.49,5
15.24,85.23,1,350.0,10.0,69.99,5
20.02,95.02,1,2600.0,12.0,75.0,5
19.07,188.97,3,200.0,8.0,169.9,5
42.81,378.8,10,5650.0,15.0,335.99,5
12.79,27.78,1,100.0,7.0,14.99,5
14.1,64.0,4,400.0,15.0,49.9,5
17.29,166.29,10,367.0,8.0,149.0,5
23.0,82.9,3,5250.0,8.0,59.9,3
27.0,126.9,1,2100.0,7.0,99.9,5
27.0,126.9,3,2500.0,5.0,99.9,4
11.85,25.5,2,200.0,14.0,13.65,5
25.05,1225.05,18,2600.0,6.0,1200.0,5
52.92,132.82,1,2700.0,13.0,79.9,5
97.16,280.86,6,5100.0,45.0,183.7,5
15.09,115.08,4,5200.0,10.0,99.99,5
16.79,57.78,1,1000.0,15.0,40.99,5
17.16,92.15,1,7500.0,3.0,74.99,5
20.77,138.31,12,2200.0,9.0,98.99,5
40.91,160.81,5,3450.0,14.0,119.9,5
13.63,101.48,6,1600.0,46.0,87.85,1
19.32,54.22,1,750.0,24.0,34.9,5
16.11,111.64,1,700.0,7.0,39.71,5
20.86,73.76,1,2300.0,8.0,52.9,5
20.4,65.39,1,925.0,25.0,44.99,5
15.11,54.61,5,800.0,19.0,39.5,5
17.41,312.82,1,467.0,9.0,139.0,5
8.65,78.64,1,450.0,0.0,69.99,5
16.82,186.72,7,1950.0,2.0,169.9,5
7.78,37.77,3,225.0,2.0,29.99,4
28.57,140.53,3,900.0,10.0,52.58,5
9.43,140.53,3,450.0,10.0,49.95,5
23.6,137.94,1,350.0,7.0,29.9,1
4.72,137.94,1,450.0,7.0,37.5,1
30.46,545.46,8,10900.0,7.0,515.0,1
36.35,231.25,1,3500.0,8.0,194.9,5
22.1,77.1,1,200.0,21.0,55.0,5
158.26,668.26,10,17950.0,5.0,510.0,2
15.24,35.14,1,150.0,5.0,19.9,5
49.41,157.41,3,24600.0,7.0,108.0,5
15.1,27.6,1,350.0,12.0,12.5,5
18.0,107.9,1,1400.0,3.0,89.9,5
8.67,397.34,5,2200.0,8.0,190.0,5
14.15,129.56,1,250.0,3.0,55.0,1
1.41,129.56,1,250.0,3.0,59.0,1
16.08,206.08,4,100.0,8.0,190.0,5
21.88,23.18,1,4338.0,13.0,199.0,5
21.88,197.7,1,4338.0,13.0,199.0,5
49.54,349.54,4,3200.0,24.0,300.0,4
17.41,89.41,1,1836.0,13.0,72.0,4
58.14,1404.24,5,16133.0,24.0,175.9,4
14.52,64.32,1,200.0,8.0,49.8,5
18.43,303.33,1,350.0,20.0,284.9,5
16.48,116.39,1,400.0,4.0,59.9,5
0.02,116.39,1,450.0,4.0,39.99,5
8.72,35.71,1,350.0,14.0,56.99,5
8.72,30.0,1,350.0,14.0,56.99,5
14.1,39.1,1,1000.0,16.0,25.0,3
10.54,68.69,1,600.0,6.0,24.52,5
7.9,68.69,1,500.0,6.0,25.73,5
14.86,124.76,2,1350.0,7.0,109.9,4
17.98,122.98,5,225.0,14.0,105.0,5
17.63,47.62,4,50.0,13.0,29.99,3
20.64,302.55,2,4105.0,10.0,117.3,5
25.61,302.55,2,5417.0,10.0,139.0,5
8.11,117.11,1,300.0,1.0,109.0,5
8.29,27.29,1,350.0,1.0,19.0,5
14.22,162.44,2,300.0,10.0,67.0,4
15.36,100.0,1,600.0,13.0,85.9,4
15.36,1.26,1,600.0,13.0,85.9,4
13.71,97.22,1,750.0,22.0,34.9,1
16.84,141.74,3,4338.0,37.0,124.9,1
16.6,56.5,2,1400.0,13.0,39.9,5
15.23,59.13,5,515.0,9.0,43.9,4
17.6,60.6,3,1300.0,13.0,43.0,5
16.11,35.01,1,350.0,9.0,18.9,1
16.5,186.49,8,4350.0,6.0,169.99,5
9.37,97.36,1,950.0,2.0,87.99,1
15.1,65.09,1,2150.0,14.0,49.99,2
14.58,144.96,3,100.0,13.0,57.9,3
12.79,34.79,1,450.0,5.0,22.0,5
45.28,254.28,5,22600.0,5.0,209.0,5
19.94,198.94,8,2841.0,6.0,179.0,5
85.81,845.81,8,30000.0,13.0,760.0,5
18.24,37.73,1,125.0,4.0,19.49,5
17.92,54.82,1,800.0,16.0,36.9,5
13.67,100.57,8,1825.0,10.0,86.9,4
23.55,162.55,1,6150.0,25.0,139.0,4
7.78,55.39,1,1110.0,6.0,47.61,3
11.73,89.46,1,1450.0,13.0,33.0,5
52.03,1205.79,4,900.0,15.0,349.9,3
16.35,387.5,8,2900.0,11.0,169.9,1
16.35,387.5,8,2900.0,11.0,184.9,1
17.08,136.08,1,3000.0,20.0,119.0,5
15.93,184.92,2,475.0,15.0,168.99,4
19.53,99.43,9,1050.0,12.0,79.9,5
15.44,114.34,6,125.0,12.0,98.9,5
20.17,160.17,2,2450.0,12.0,140.0,5
42.38,90.28,1,425.0,14.0,47.9,5
25.14,160.14,6,1850.0,17.0,135.0,5
16.84,264.83,2,333.0,4.0,247.99,4
21.98,607.98,6,530.0,9.0,586.0,5
19.83,103.73,1,1450.0,14.0,83.9,5
21.63,105.13,2,8500.0,7.0,83.5,5
21.84,219.84,10,610.0,14.0,198.0,5
17.49,167.39,2,200.0,16.0,149.9,5
20.79,436.49,10,2250.0,9.0,415.7,5
21.36,170.36,5,2000.0,11.0,149.0,5
19.42,83.42,2,450.0,16.0,64.0,5
18.98,168.88,2,533.0,6.0,149.9,4
20.97,259.87,5,7225.0,5.0,238.9,4
37.46,146.95,2,1075.0,17.0,109.49,1
34.23,284.13,1,8400.0,7.0,249.9,4
11.85,89.1,2,200.0,6.0,32.7,1
12.28,251.28,1,500.0,11.0,239.0,5
14.22,214.36,8,650.0,8.0,38.99,1
4.74,214.36,8,800.0,8.0,49.99,1
14.1,44.09,1,200.0,3.0,29.99,5
11.15,1.76,1,1300.0,2.0,42.0,5
11.15,51.39,1,1300.0,2.0,42.0,5
15.02,116.01,5,1650.0,5.0,100.99,5
18.61,328.51,2,400.0,31.0,309.9,5
13.85,83.75,1,1000.0,11.0,69.9,2
14.93,271.86,1,575.0,6.0,121.0,4
13.09,127.99,4,1300.0,5.0,114.9,4
90.98,420.88,2,10300.0,9.0,329.9,5
10.03,97.7,3,597.0,3.0,87.67,5
23.1,97.16,3,1250.0,7.0,74.06,4
7.42,30.41,1,400.0,3.0,22.99,5
36.35,183.85,6,800.0,19.0,147.5,1
11.85,36.35,3,150.0,19.0,24.5,5
20.29,69.29,1,1250.0,6.0,49.0,4
7.78,56.78,1,300.0,4.0,49.0,5
17.2,167.1,1,3350.0,7.0,149.9,5
7.87,36.86,1,100.0,3.0,28.99,5
22.85,58.85,3,600.0,9.0,36.0,1
7.47,37.37,1,250.0,6.0,29.9,5
33.59,226.58,10,17050.0,17.0,192.99,3
15.23,28.88,1,150.0,8.0,13.65,5
12.8,32.79,1,400.0,7.0,19.99,2
13.63,100.53,1,1825.0,11.0,86.9,3
17.63,31.28,1,200.0,15.0,13.65,4
23.24,85.74,5,1350.0,7.0,62.5,4
11.85,31.8,2,166.0,5.0,19.95,5
43.19,180.18,3,15475.0,19.0,136.99,3
26.27,231.27,10,9750.0,11.0,205.0,5
25.63,55.53,1,500.0,19.0,29.9,5
12.0,123.81,1,1550.0,12.0,49.91,5
16.87,105.77,1,1500.0,9.0,88.9,5
8.16,137.16,3,200.0,0.0,129.0,5
3.05,127.45,1,100.0,4.0,9.9,1
67.7,127.45,1,775.0,4.0,46.8,1
96.18,376.17,10,11275.0,23.0,279.99,5
8.27,28.17,1,100.0,6.0,19.9,5
19.05,57.55,1,1400.0,21.0,38.5,5
19.61,79.51,7,1000.0,11.0,59.9,5
25.59,132.59,1,3100.0,11.0,107.0,5
21.63,161.62,3,9725.0,13.0,139.99,2
15.1,37.09,1,1100.0,17.0,21.99,5
15.31,95.31,4,300.0,28.0,80.0,5
22.34,81.34,2,300.0,7.0,59.0,5
34.95,634.94,10,9400.0,18.0,599.99,5
18.19,152.39,1,1450.0,12.0,134.2,5
9.79,149.69,10,2444.0,6.0,139.9,5
22.06,49.96,2,320.0,9.0,27.9,5
39.99,186.0,1,4338.0,8.0,146.01,5
16.39,125.29,1,2200.0,12.0,108.9,5
18.51,198.51,1,2000.0,17.0,180.0,3
25.94,284.84,3,1050.0,25.0,258.9,2
41.13,139.12,1,2689.0,2.0,97.99,5
14.43,131.73,1,4105.0,4.0,117.3,4
15.1,55.09,1,275.0,14.0,39.99,5
7.39,21.04,1,200.0,6.0,13.65,5
10.0,379.0,5,400.0,2.0,369.0,5
15.1,212.36,6,1900.0,15.0,37.99,5
18.27,73.27,1,800.0,11.0,55.0,5
12.83,68.82,1,1075.0,14.0,55.99,5
15.24,35.14,1,175.0,7.0,19.9,5
68.3,272.29,4,3300.0,16.0,203.99,4
7.78,42.68,1,225.0,1.0,34.9,5
12.79,25.67,2,180.0,11.0,12.88,3
42.84,151.84,3,13250.0,5.0,109.0,2
14.52,75.44,1,200.0,7.0,23.2,4
14.1,42.09,1,300.0,9.0,27.99,3
18.52,8.53,1,200.0,14.0,59.9,3
18.52,69.89,1,200.0,14.0,59.9,3
27.65,217.63,3,3900.0,8.0,189.98,5
13.91,192.91,1,392.0,7.0,179.0,4
21.3,93.3,1,400.0,13.0,72.0,5
42.38,62.28,1,150.0,18.0,19.9,5
14.4,102.07,4,350.0,6.0,87.67,5
14.72,118.72,1,11325.0,3.0,104.0,4
18.29,868.19,10,563.0,8.0,849.9,4
21.27,1095.65,5,800.0,2.0,1074.38,5
12.27,122.17,2,1975.0,5.0,109.9,5
13.88,233.78,10,556.0,6.0,219.9,5
19.36,74.36,1,700.0,14.0,55.0,5
21.18,119.08,1,2150.0,13.0,97.9,5
15.7,85.6,3,610.0,7.0,69.9,5
11.08,78.2,1,675.0,7.0,67.12,5
27.51,92.5,3,350.0,17.0,64.99,5
18.27,148.54,1,380.0,17.0,56.0,1
14.8,117.43,3,750.0,10.0,32.9,3
19.74,117.43,3,300.0,10.0,49.99,3
19.64,308.64,5,3550.0,14.0,289.0,4
13.08,61.12,1,3000.0,2.0,48.04,5
18.42,398.41,10,286.0,4.0,379.99,4
9.34,68.01,1,900.0,8.0,58.67,5
14.04,243.04,1,357.0,12.0,229.0,5
11.02,69.52,6,250.0,13.0,58.5,3
28.99,113.89,3,650.0,27.0,84.9,5
17.06,47.96,1,450.0,6.0,30.9,5
20.54,160.44,2,4750.0,5.0,139.9,5
17.92,45.08,4,700.0,16.0,27.16,5
7.39,32.38,3,350.0,4.0,24.99,4
7.39,32.38,1,350.0,5.0,24.99,5
13.33,108.33,2,250.0,13.0,95.0,4
20.8,60.79,6,200.0,21.0,39.99,4
11.98,79.98,1,350.0,18.0,68.0,5
15.17,75.07,1,200.0,33.0,59.9,1
17.27,117.26,5,1200.0,22.0,99.99,2
24.91,84.81,6,633.0,26.0,59.9,5
58.17,476.14,10,16133.0,26.0,179.9,4
8.55,64.55,1,450.0,6.0,56.0,5
18.33,83.33,1,550.0,9.0,65.0,5
16.6,52.5,1,900.0,21.0,35.9,5
24.97,144.96,1,700.0,17.0,119.99,4
18.61,213.51,3,1600.0,13.0,194.9,1
11.85,113.5,1,350.0,7.0,44.9,5
11.85,113.5,1,400.0,7.0,44.9,5
16.26,106.16,8,1383.0,7.0,89.9,5
8.29,41.28,1,250.0,2.0,32.99,4
9.77,154.04,1,500.0,14.0,229.99,1
9.77,85.72,1,500.0,14.0,229.99,1
